id,username,created_at,lng,lat,text
1517640211483676673,JasonMinyard3,Fri Apr 22 23:03:17 +0000 2022,-86.2664375,43.310683,@MisakiShizumi @EricDJuly Absolutely!
1517640212314300419,KayLoca,Fri Apr 22 23:03:17 +0000 2022,-79.85736349999999,36.090396999999996,We as women shouldn’t have to work on our period 😭😭😭
1517640212372930561,Deborah70546540,Fri Apr 22 23:03:17 +0000 2022,-77.0143985,38.898602999999994,"It is sad to read news articles and view on television news  on April 21, 2022  at 4:30pm there were 3 conservative… https://t.co/chAQSsCQ83"
1517640213568409605,KAunkst7,Fri Apr 22 23:03:17 +0000 2022,-78.6531315,41.970092,@fertile_lover Think you'll ever cut it?
1517640212293246976,OHLBarrieColts,Fri Apr 22 23:03:17 +0000 2022,-79.616073,43.555244,Go time 😤 https://t.co/dL4NVpeVUp
1517640213970898944,tmj_cob_auto,Fri Apr 22 23:03:18 +0000 2022,-104.8319195,39.7294319,"Penske Truck Leasing is hiring in Aurora, CO! Read about our latest #Automotive job opening via the link in our bio… https://t.co/J467aQte15"
1517640214289604608,ChuckChaneyBCTG,Fri Apr 22 23:03:18 +0000 2022,-97.34391500000001,37.6838965,I spoke to a coach Bell on why he’s leaving El Dorado. He was very candid.
1517640214356934656,cafeprincess,Fri Apr 22 23:03:18 +0000 2022,-110.18923,31.4971,"Cheesecake with your choice of compote. Lemon, Raspberry or Strawberry.Fresh In ShowroomFriday &amp; Saturday This We… https://t.co/P6H7spgQr9"
1517640214717554688,PhillyGrub,Fri Apr 22 23:03:18 +0000 2022,-75.05008649999999,39.9602435,"@philasyr @libraryseedbank It's up there. Habit is my fave. I love Red Robin, too."
1517640214692388865,stevenconway2,Fri Apr 22 23:03:18 +0000 2022,-91.40100849999999,30.937336000000002,@ACTBrigitte @platinumlynx2 Then you don’t stand for America and freedom.You are nothing but a false patriot.   I… https://t.co/vOVDC4zzgS
1517640214767976448,tgoode1963,Fri Apr 22 23:03:18 +0000 2022,-94.77457749999999,38.954341,"@ScotPollard31 My kids started referring soccer at age 12 each lasted about a year due to harassment by parents, an… https://t.co/0hDJCClE8N"
1517640215158001665,MCrisCardena,Fri Apr 22 23:03:18 +0000 2022,-80.4572025,25.671740999999997,"@KatieKatRules ADORABLE, JUST LOVE BLACK CATS❣️🙆🏻🐈‍⬛❤️🐈🐾 https://t.co/IQhtA8ZCBv"
1517640215694823425,heidi_seidr,Fri Apr 22 23:03:18 +0000 2022,-92.13127399999999,34.7519365,"@dyingmadaboutit VERY regularly. He also steals my drugs occasionally. If I complain, I get threatened to get kicke… https://t.co/TiCoAYBreo"
1517640216009453569,PSpeshel60,Fri Apr 22 23:03:18 +0000 2022,-80.2581375,26.331723,"@ericswalwell On a Cruz, playin' a game!"
1517640215917170688,Malachi5Joshua,Fri Apr 22 23:03:18 +0000 2022,-80.662314,28.140378,EXODUS 12:22 strike the lintel and 2 side posts with the blood &amp; the destroyer will PASSOVER🌠Celestial  angel sign… https://t.co/fZG11xsrW9
1517640216588267522,astros_thirst,Fri Apr 22 23:03:18 +0000 2022,-95.355748,29.757051,Lourdes Gurriel Jr. wins for coolest Blue Jays player today!  @BlueJays @yunitogurriel https://t.co/0bAi3sQzQI
1517640218291183618,TreB214,Fri Apr 22 23:03:19 +0000 2022,-96.7617535,32.819858499999995,Finally done.
1517640219096489990,astros_thirst,Fri Apr 22 23:03:19 +0000 2022,-95.355748,29.757051,Lourdes Gurriel Jr. wins for coolest Blue Jays player today! @BlueJays @yunitogurriel
1517640219180285958,emmmafoxx,Fri Apr 22 23:03:19 +0000 2022,-75.117998,40.0048655,@bsd_wav come to the east coast pls lachlan and i need to meet you
1517640220396597248,Benglesmith,Fri Apr 22 23:03:19 +0000 2022,-121.172848,38.667887,@spudhawg @canderson2r @DisneyDragon @briantylercohen The question was meant to be about why they even picked a dat… https://t.co/J8NbT35sDq
1517640220598018051,SVBaseballWin,Fri Apr 22 23:03:19 +0000 2022,-80.005668,40.446852,"✅ Come out to PNC Park tomorrow (Sat.) to watch SV Varsity vs. Kiski. Weather forecast: Warm and Sunny☀️, with a 10… https://t.co/yExjtAtEPR"
1517640221491408902,BoernerEb,Fri Apr 22 23:03:19 +0000 2022,-71.521653,42.8509375,@Jessica32340287 Who's playing?
1517640222833586177,44down,Fri Apr 22 23:03:20 +0000 2022,-81.62017349999999,31.8275075,@TrumpsBlonde_2 Amen 🙏 🙏 🙏 🙏 Congratulations 🙏
1517640222699311104,Terrapinbob819,Fri Apr 22 23:03:20 +0000 2022,-71.00592800000001,42.143805,@crockpics Was there https://t.co/ZFVxfoAdb0
1517640223282319367,ekoslof,Fri Apr 22 23:03:20 +0000 2022,-77.0143985,38.898602999999994,Just spoke with this resident of the AVA apartment building. She was one of the first to be evacuated. Literally le… https://t.co/7okgrR9u64
1517640224330944513,TheRealDeonn,Fri Apr 22 23:03:20 +0000 2022,-84.266174,30.476215500000002,Lol It’s All Good Vibes 😏
1517640224549085187,Miggs_93,Fri Apr 22 23:03:20 +0000 2022,-74.0245075,40.7905115,@NeaL_201 @Gman1__ Heard y’all 👀
1517640224389484544,Katebiitch,Fri Apr 22 23:03:20 +0000 2022,-117.7300055,33.560742000000005,Go on your crush’s likes and I bet he ain’t your crush anymore. 🥹
1517640225886924801,KishorBlue2,Fri Apr 22 23:03:20 +0000 2022,-124.169452,40.7826235,@CNN So what else is expected in a Police State
1517640226641833984,Dannygarciax42,Fri Apr 22 23:03:21 +0000 2022,-104.92209349999999,39.713563,@wettpigeon Amen. I still haven’t played it yet since I bought WQ 😂
1517640226650218496,gabriel_henton,Fri Apr 22 23:03:21 +0000 2022,-120.58340150000001,44.1454365,@karmen_durbin @Google And this was the top response to that person: https://t.co/fCry5R8ltr
1517640226373574666,MelissaBalcom,Fri Apr 22 23:03:21 +0000 2022,-95.44648649999999,29.838495,"@KelseyScottKMS The 8th graders play games at lunch, too. ♥️ #KMSCougarPride 🐾 https://t.co/yxfCFQmTzF"
1517640227828887552,H3lloG33k,Fri Apr 22 23:03:21 +0000 2022,-118.4119065,34.0207895,@_damiandash I got you
1517640228227325952,Tracy_McDannald,Fri Apr 22 23:03:21 +0000 2022,-118.3893535,33.783326,"T3: Culver City has now loaded the bases after a pair of walks, one intentional"
1517640228810498050,HimboBimboJimbo,Fri Apr 22 23:03:21 +0000 2022,-78.841541,35.6538855,do I display the glow up to the tl?
